STATION,DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,GD1,GE1,GF1,MA1,REM,source_file
72055399999,2023-01-01T00:05:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-16,99999,V020,"999,9,C,0000,1","00091,1,9,N","000805,1,9,9","+9999,9","+9999,9","99999,9","4,99,1,+00091,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00091,1,99,9,99,9","10108,1,99999,9",MET071SPECI KJRB 010005Z AUTO 00000KT 1/2SM FG OVC003 A2985 RMK AO2 FZRANO $=,72055399999.csv
72055399999,2023-01-01T00:17:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-16,99999,V020,"250,1,N,0031,1","00091,1,9,N","001609,1,9,9","+9999,9","+9999,9","99999,9","4,99,1,+00091,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00091,1,99,9,99,9","10108,1,99999,9",MET082SPECI KJRB 010017Z AUTO 25006KT 1SM -RA OVC003 A2985 RMK AO2 RAB12 P0000 FZRANO $=,72055399999.csv
72055399999,2023-01-01T00:20:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-16,99999,V020,"250,1,N,0026,1","00091,1,9,N","004023,1,9,9","+9999,9","+9999,9","99999,9","4,99,1,+00091,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00091,1,99,9,99,9","10108,1,99999,9",MET086SPECI KJRB 010020Z AUTO 25005KT 2 1/2SM -RA OVC003 A2985 RMK AO2 RAB12 P0000 FZRANO $=,72055399999.csv
72055399999,2023-01-01T00:27:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-16,99999,V020,"240,1,N,0026,1","00091,1,9,N","001609,1,9,9","+9999,9","+9999,9","99999,9","4,99,1,+00091,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00091,1,99,9,99,9","10108,1,99999,9",MET099SPECI KJRB 010027Z AUTO 24005KT 1SM UP OVC003 A2985 RMK AO2 VIS 1/2V3 RAB12E21UPB21 P0001 FZRANO $=,72055399999.csv
72055399999,2023-01-01T00:32:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-16,99999,V020,"220,1,N,0021,1","00091,1,9,N","000805,1,9,9","+9999,9","+9999,9","99999,9","4,99,1,+00091,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00091,1,99,9,99,9","10108,1,99999,9",MET091SPECI KJRB 010032Z AUTO 22004KT 1/2SM UP OVC003 A2985 RMK AO2 RAB12E21UPB21 P0001 FZRANO $=,72055399999.csv
72055399999,2023-01-01T00:46:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-16,99999,V020,"210,1,N,0015,1","00091,1,9,N","001609,1,9,9","+9999,9","+9999,9","99999,9","4,99,1,+00091,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00091,1,99,9,99,9","10105,1,99999,9",MET103SPECI KJRB 010046Z AUTO 21003KT 1SM UP OVC003 A2984 RMK AO2 VIS 1/2V1 3/4 RAB12E21UPB21 P0002 FZRANO $=,72055399999.csv
72055399999,2023-01-01T00:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"220,1,N,0015,1","00091,1,9,N","001609,1,9,9","+9999,9","+9999,9","99999,9","4,99,1,+00091,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00091,1,99,9,99,9","10102,1,99999,9",MET116METAR KJRB 010056Z AUTO 22003KT 1SM -RA OVC003 A2983 RMK AO2 VIS 1/2V2 1/2 RAB12E21B53UPB21E53 SLPNO P0002 FZRANO $=,72055399999.csv
72055399999,2023-01-01T01:05:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-16,99999,V020,"240,1,N,0026,1","00091,1,9,N","004023,1,9,9","+9999,9","+9999,9","99999,9","4,99,1,+00091,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00091,1,99,9,99,9","10102,1,99999,9",MET090SPECI KJRB 010105Z AUTO 24005KT 2 1/2SM -RA OVC003 A2983 RMK AO2 VIS 3/4V5 P0001 FZRANO $=,72055399999.csv
72055399999,2023-01-01T01:12:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-16,99999,V020,"250,1,N,0026,1","00091,1,9,N","014484,1,9,9","+9999,9","+9999,9","99999,9","4,99,1,+00091,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00091,1,99,9,99,9","10098,1,99999,9",MET076SPECI KJRB 010112Z AUTO 25005KT 9SM -RA OVC003 A2982 RMK AO2 P0001 FZRANO $=,72055399999.csv
72055399999,2023-01-01T01:45:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-16,99999,V020,"200,1,N,0021,1","00091,1,9,N","002816,1,9,9","+9999,9","+9999,9","99999,9","4,99,1,+00091,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00091,1,99,9,99,9","10095,1,99999,9",MET099SPECI KJRB 010145Z AUTO 20004KT 1 3/4SM -RA OVC003 A2981 RMK AO2 VIS 3/4V5 UPB21E32 P0003 FZRANO $=,72055399999.csv
72055399999,2023-01-01T01:49:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-16,99999,V020,"210,1,N,0015,1","00091,1,9,N","001207,1,9,9","+9999,9","+9999,9","99999,9","4,99,1,+00091,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00091,1,99,9,99,9","10095,1,99999,9",MET087SPECI KJRB 010149Z AUTO 21003KT 3/4SM -RA OVC003 A2981 RMK AO2 UPB21E32 P0003 FZRANO $=,72055399999.csv
72055399999,2023-01-01T01:56:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-15,99999,V020,"210,1,N,0021,1","00091,1,9,N","001207,1,9,9","+9999,9","+9999,9","99999,9","4,99,1,+00091,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00091,1,99,9,99,9","10095,1,99999,9",MET093METAR KJRB 010156Z AUTO 21004KT 3/4SM -RA OVC003 A2981 RMK AO2 UPB21E32 SLPNO P0004 FZRANO $=,72055399999.csv
72055399999,2023-01-01T02:12:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-16,99999,V020,"270,1,N,0015,1","00061,1,9,N","002012,1,9,9","+9999,9","+9999,9","99999,9","4,99,1,+00091,1,1","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00091,1,99,9,99,9","10091,1,99999,9",MET092SPECI KJRB 010212Z AUTO 27003KT 1 1/4SM -RA OVC003 A2980 RMK AO2 CIG 002V007 P0003 FZRANO $=,72055399999.csv
72055399999,2023-01-01T02:15:00,4,40.701214,-74.009028,2.13,"PORT AUTH DOWNTN MANHATTAN WALL ST HEL, NY US",FM-16,99999,V020,"270,1,N,0026,1","00061,1,9,N","003219,1,9,9","+9999,9","+9999,9","99999,9","4,99,1,+00152,1,1","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00152,1,99,9,99,9","10091,1,99999,9",MET088SPECI KJRB 010215Z AUTO 27005KT 2SM -RA OVC005 A2980 RMK AO2 CIG 002V008 P0003 FZRANO $=,72055399999.csv
